has_company_logo,has_questions,text_lemma,word_length,required_experience_Associate,required_experience_Director,required_experience_Entry level,required_experience_Executive,required_experience_Internship,required_experience_Mid-Senior level,required_experience_Not Applicable,required_education_Associate Degree,required_education_Bachelor's Degree,required_education_Certification,required_education_Doctorate,required_education_High School or equivalent,required_education_Master's Degree,required_education_Professional,required_education_Some College Coursework Completed,required_education_Unspecified,required_education_Vocational,industry_grp_Admin/HR,industry_grp_Architecture & Engineering,industry_grp_Arts & Entertainment,industry_grp_Broadcasting/Publishing,industry_grp_Business/Consultancy,industry_grp_Computer Prog,industry_grp_Construction,industry_grp_Education,industry_grp_F&B,industry_grp_Financial Services,industry_grp_Healthcare,industry_grp_ICT,industry_grp_Legal & Accounting,industry_grp_Manufacturing,industry_grp_Marketing/Advertising,industry_grp_Oil & Energy,industry_grp_Others,industry_grp_Public Admin,industry_grp_Real Estate,industry_grp_Scientific R&D,industry_grp_Security and Investigations,industry_grp_Social Services,industry_grp_Telecommunications,industry_grp_Transportation & Storage,industry_grp_Wholesale/Retail,fraudulent,y_pred
0,1,epic business analyst supervisor parker healthcare looking epic business analyst supervisor focus support optimization epic system functioning line model serving inpatient ambulatory area responsibility coordinating planning participating software implementation upgradesleads business analyst collecting interpreting documenting specification required develop new revise existing software applicationsmonitors compliance definition project scope timeline deliverablesdefining developing new system administrative procedure required utilizing new functionality resulting system changesproviding overall responsibility testing new application change existing application ensure integrity quality data providing assisting training system userscoordinating participating call program support clinical system year working major emr ehr system epic preferred minimum previous management experienceideal candidate certification background epiccare ambulatoryphoenix application plusproject leadership management highly desiredwell versed optimization stabilization support effort gained post go live,116,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,hotel guest agent enjoy working hotel every day strive make guest employee feel valued important recognized love providing guest thoughtful option recommendation get stay holiday inn suite newport news va looking people like people excel role respect guest help achieve goal stay u hotel inn suite newport news room select hotel sq ft meeting banquet space seeking oriented front desk agent supervisor ideally least two year select hotel front office environment reputation delivering truly exceptional offer excellent pay top talent pay based skill setthe holiday inn suite newport news va top performing hotel vibrant virginia peninsula offer versatile meeting banquet space along upscale state art modern restaurant lobby lounge essential job function answer telephone professional manner assist guest question direction property maintain improve quality guest assist guest service safety service housekeeping engineering communicate department regarding house guest check guest ensuring proper credit received special request noted fulfilled accurate established excellent skill stand walk hour day follow set procedure posting charge refund opera property management system equivalent plus excellent written verbal skill deal frequent change perform front desk shift needed ensure efficient operation skilled computer plus opera equivalent excellent guest skill proven conflict resolution skill proven leadership skill drive initiative improve business multitask prioritize departmental function meet deadline approach encounter guest employee attentive friendly courteous oriented manner maximize effort toward productivity identify problem area assist implementing solution understand evaluate data various source meet appropriate objective develop employee morale ensure training front office personnel maintain confidentiality management skill ideal candidate high pressure fast paced environment player creatively think within spectrum involved successful relocation available position holiday inn cary nc diverse growth oriented organization goal improve quality life using fair consistent treatment providing equal growth opportunity associate holiday inn cary nc drug free workplace pre employment background job assessment required equal opportunity employer,300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,great selling compensation first paid depending experiencewe position filled preferred required train right candidate looking energetic motivated people join upbeat driven expert realtor rian group opportunity represent one world leading company give customer opportunity save money result recent advancement technology exciting opportunity recently offered sale helpful required effective training program success great advancement opportunity currently filling management sale representative position fast paced environment best compensation package training available best training industry advancement opportunity available paid within hour closing great upbeat office proven track record consistent success average pre approved pre qualified lead provided weekly corporate office dailyplease submit updated resume cover letter immediate consideration obtain real estate license proven track record consistent successmust teachable coachable playerable obtain oregon realtor license show strong desire excel succeed,125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,case management coach currently travel home salary range k position competitive benefit package currently fifty percent travel home train hospital clinic medical practice case manager implement patient centered care participating national aco program bsn degree disease management case management background required educate good skill required,45,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,receptionist administrator looking enthusiastic motivated office receptionist administrator support busy rapidly growing technology specialises consulting software development bring personality enthusiasm focus varied administrative role responsible get involved many office function clearpoint lively dynamic culture encourages innovation good idea seek someone earth natural friendliness lot common sense good dose patience willingness role supporting office manager face auckland officeanswering incoming callscarrying basic accounting dutiesproducing formatting document arranging national international travelassisting event including arranging cateringtaking minute meetingskeeping office kitchen presentablesalary depending key attribute skill required intermediate advanced outlook word excel skillsexperience xero similar account software advantageproactive flexibleexcellent skill positive attitude professional outlookenergetic good sense humourdriver licence advantage,104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,account executive digital ad sale digital ad sale account executiveexperience yearslocation los angeles caan outgoing self motivated energetic person looking break advertising medium sale specific focus digital medium space creating update ad sale proposal identifying need develop ad sale solution fast learner understanding internet advertising technology work explain ordinary termsba b required forecast revenue manage opportunity using crm salesforce,59,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,therapist tamber group practice us cross discipline evidence based practice technology help patient achieve best possible outcome quickly would like meet expertise cbt ip sfbtyou existing private practice private office strong interest collaborative care available least hour patient schedule bias towards evidence based care outcome measurement comfortable agile using business clinical technology,52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,recruiting administrator responsibilitiesproofread edit reformat resume meet standard extremely high absolutely essential answer main line direct message call necessary schedule phone screen maintain recruiter calendar assist recruiter research sourcing activity assist recruiter preliminary phone screen assist recruiter interview coordination assist recruiter job posting social medium network update at applicant tracking system candidate activity adhering compliance monitor compliance ensure requirement met maintain diplomacy general communication maintain professionalism throughout verbal written communication demonstrate exceptional organization skill project assigned coursework ba english communication related major preferred year paralegal office support role extremely high strong sense urgency multi task exposure recruiting internet savvy strong working knowledge m office excel outlook required excellent written verbal skill supporting multiple people required independently well participate successfully environment human resource coursework bonus,124,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,sr manager plant controller tyler tx sr manager plant controller tyler tx location job tyler txdomain accounting financeexperience year job description experienced sr manager plant controller required responsibility reconciliation inventory movement internal external customer closely measurement operation team understand report communicate variance job responsibility position essentially function controller operation nederland responsible revenue expense capital accounting terminal additionally role serve key resource respective manager head operationsreporting director accounting administration manager staff people including supervisor role responsibility resource planning accommodate business growthcoordinate monthly financial close according sxl close schedule ensuring volume accounting balancing complete accurateresponsible reconciliation inventory movement internal external customer closely measurement operation team understand report communicate variancesdevelop accurate complete timely invoicing accounting customer commercial contract review commercial contract order deliver appropriate monthly billing ensure compliance execution contractual termswork cross functionally support resolve issue timely basis additionally provide high quality inventory invoice inquiresprepare monthly reporting analysis budget actual revenue expense variance develop additional management analytics financial operational data increase visibility transparency terminal resultsadministration capital appropriation budgeting project terminalsupport shared account payable service located nederland processing operating capital expenditure siteworking head operation prepare operating capital budget capital project afe preparation cost trackingcoordination corporate rd party auditssupport change business ensure appropriate accounting control process applied job requirement minimum year preferably petroleum terminal plant accounting accounting operation auditing perspectivestrong computer skill system knowledge sap plusstrong general ledger implementing executing financial controlsmust proactively identify financial issue drive towards solutionsability interact management operation advisory capacity relates accounting policy processesability independently minimal remote supervision influence others outside departmentstrong written verbal skillsmust adapt well rapidly changing priority responsibilitiesinventory accounting including working knowledge inventory gain loss issuesability interpret contract term necessary accounting control practicesexperience direct management small sized teamseducational qualification bachelor accounting business financemba cpa preferredwe provide permanent position many medium large u company job available website website thousand opening job opening posted anywhere else online online website automatically forward recruiter handling applied job close match contact immediately discus position everything get interview client quickly possible visit,328,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,process improvement project engineering manager major state planning developing executing distribution center engineering cost reduction project using lean methodology create process improvement project distribution center managing process improvement project completion process improvement project engineering manager major state planning developing executing distribution center engineering cost reduction project using lean methodology create process improvement project distribution center managing process improvement project completioneducation bachelor degree industrial engineering related discipline mba preferred required skill year process improvement industrial engineering lean distribution center environment black belt preferred strong operation knowledge distribution related process leadership including manage ie drive value added change visit,97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,sap abap developer create technical specification program interface based functional specification provided develop abap program according functional specification develop deploy interface conversion program legacy system ricef closely functional supervisor ensure accuracy completeness program development provides technical support user matter related programming sap module perform duty may assigned superior job title sap abap developerslocation mandaluyong philippinesyears least job description responsibility sap abap developer technical design code unit testing assembly test ricef object lsmw create technical specification program interface based functional specification provided develop abap program according functional specification develop deploy interface conversion program legacy system ricef closely functional supervisor ensure accuracy completeness program development provides technical support user matter related programming sap module perform duty may assigned superior,117,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,linux engineer aws looking candidate would help build manage significant aws infrastructure support million online user closely development build automation tool help better continuous deployment process heavily puppet configuration management build linux aws infrastructure support large scale video processing live eventsthe salary open depending supporting aws expert knowledge linux system engineering supporting database mysql postgresql practical component aws ec beanstalk elb route cloudfront sn swf sqs rds dynamodb elasticache iam cloudformation familiarity soa principle practice reading analyzing absorbing aws white paper architectural document technical brief rollout plus complete multi cycle sdlc using chef puppet cloudformation exposure aws auxiliary tool practice e g chaos monkey asgard hand monitoring tool intrusion detection mechanism vulnerability assessment tool practice general scripting wizardry self motivated player demonstrates initiative flexibility strong organizational skill handle prioritize multiple task supporting high traffic web environment,136,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,facility maintenance technician general summary report warehouse supervisorthe facility maintenance technician first line defense repair ghra warehouse distribution center mitigate major repair reduce cost ensure proper compliance state county municipal life safety rule regulation primary responsibility light supervision performs routine general maintenance repair throughout warehouse maintenance area electricity plumbing mechanical equipment lighting refrigeration irrigation landscaping carpentry essential function performs basic repair adjustment refrigeration system door dock board pallet rack sweeper sprinkler system forklift pallet truck electrical accordance osha standardscleans change lubricates bearing gear machinery partsmaintain tool machinery good condition use tool equipment carefully instructedmaintain battery charger working order accordance osha standardconducts test safety equipment exit sign fire extinguisher sprinkler system ensure osha operational standardsmaintains accurate preventive maintenance recordsstewardship assetsfollow attendance policy show ready assigned shiftassist answering security alarm call neededkeeps area clean performs housekeeping duty requiredperforms job assignment required skill year maintenance mechanic experienceknowledge general warehouse practicesstrong skillsability hand mechanically oriented situationsability follow verbal written instruction well interpret pencil sketch diagramsmust flexible shift required including calltools technology knowledge various type equipment maintenance tradesmicrosoft knowledge preferredforklift certificationvalid texas driver licenseeducational requirement basic mechanical knowledge aptitude requiredmathematical documentation skill necessaryhigh school diploma general education degree ged candidate reta course preferredhazmat trained candidate preferred however condition employment successful candidate required trained hazmat obtain maintain certificatemust basic level knowledge osha psm programphysical requirement physical demand described representative met successfully perform essential function job reasonable accommodation may made enable individual disability perform essential function job performing essential function job associate frequently required sit hear talk use close vision use hand grasp handle feel object type manipulate control employee occasionally required use distance vision stand kneel crouch lift move lb climb foot pull lb,278,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,payroll processor job descriptionclassification payroll processorcompensation hourour multi specialty medical group new york seeking experienced payroll clerk support department position temp hire seeking short term long term project determined organized please send resumeresponsibilities payroll clerk supporting finance department entering payroll employee good data entry skill detailed oriented accurate entering confidential payroll payroll clerk hour day flexible morning afternoon hour good skill required working finance department human resource software good ten key touch data entry skill software provided,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,field compliance coordinator major oil gas kingdom saudi arabia seeking highly skilled field compliance coordinatorto throughout ksa usd tax free looking experienced field compliance coordinator assignment initially contract basis view extended thereafter interview workshop take place usa houston jun please note interview conducted face face phone skype interview applicant selected attend interview reimbursed travel hotel cost day interview regardless get job deadline submission may face face interview onlyplease attend interview location phone skype interview many thanks wish best b degree engineering minimum year orb tech engineering minimum year orhigh school diploma minimum year safety loss prevention engineer preferably international multinational company hydrocarbon onshore offshore oil gas facility oil refinery manufacturing process design advantage knowledge loss prevention engineering practice fire safety code standard specification nfpa osha epa api comah qa procedure iso environmental rule regulation iso ohsas essential knowledge use specific software pipenet sprinkler spray module pha pro shell fred phast gas dispersion similar knowledge phast risk previously safeti qra study ramp reliability study fault tree desirable membership asse certification csp cih chmm chcm alcm arm one area preferred proven communicate technical english science engineering peer well division head department head admin area head computer literate strong command english oral written construction preferredpetrochemical oroil gas preferred,205,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,facility engineer summaryprovide engineering support execute scope technical evaluation preliminary economic analysis oversee construction commissioning small mid sized project central tank battery including facility automation swd facility produced water gathering system gas gathering system oil gathering system crude oil tank farm position based oklahoma city domestic field travel needed essential duty responsibilitiesmodify existing equipment safe improved operation prepare operating guideline facility operation design implement facility plan procedure develop cost estimate prepare afe field development project review expenditure facility within specified area troubleshoot existing process propose optimization improvement generate review engineering document pfds p id operational control philosophy material spec boms piping plan select specify prepare data sheet new facility equipment ensure compliance government requirement policy ensure construction compliance consistency design construction document prepare operating guideline facility operation planning management project safe execution construction commissioning duty may assigned education experiencebachelor degree chemical mechanical engineering accredited college university minimum year design onshore oil gas water production processing treatment facility proficiency hydraulic analysis equipment sizing design system design demonstrated communicate verbally writing wide range audience within business including management technical field personnel year facility construction production operation preferred simulation program pipephase pipesim pro ii hysys promax preferred,194,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,big data hadoop designer position big data hadoop designerlocation los angeles ca duration month contract job description year hadoop tool hive scoop map reduce year design dimensional modeling year big data exposure,32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,data scientist recombine advancing personalized medicine translating development field genomics computer science cost effective cutting edge genetic diagnostics develop new product way ethically upstanding medically meaningful clinically actionable practically useful patient provider engineering looking add talent data scientist draw meaningful conclusion curated unique datasets doinganalyze large set pre processed genomic data help discover new correlation insight disease collaborate bioinformatics meta anyalysis published research correlate genetic research data help codify world genomic data translate basic research clinically meaningful product improve life data scientist data engineerextensive field bioinformaticsstrong computer science fundamental programming abilityability big datasets minimal engineering supportcomfortable small intense high growth start environment,102,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,mena regional manager job description tailwind member thinkdigital group authorized partner dg mediamindand preferred partner appnexus cee mea seeking hire regional manager lead cee office key responsibility building owning strategy business plan region recruiting leading coaching strong high flying individual creating framework excellent great roi itsclients advertiser publisher actively driving sale insightful proactive key account management leading trade marketing thought leadership initiative desired skill right candidate senior sale marketing businessdevelopment position least year passionate connecting brand consumer througheffective advertising innovative thinking p l responsibility track record managing anddeveloping people operation adding value client proactive well organized communicative aswell solid marketing background excellent command english prerequisite knowledge additional ceelanguages desirable previous digital marketing existing network contact cee beconsidered big plus,119,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,recruiter busy never dull moment recruiter admin busy hr department loca seeking life cycle requisition applicant management offer hire recruiter responsible supporting technical functional related position fast paced global recruiting includeend end recruiting hiring process management partnering hiring organization applicant managing high touch relationship recruiting across multiple recruiter understand technical functional hiring need translate effective recruiting strategy find applicant proactively search external resume database candidate relationship management crm environment represent job requisition related skill compensation package candidate maintain contact hard find skilled candidate keep interested employment opportunity provide consistent business partner status requisition candidate ensuring successful attribute skill desired employee build positive relationship business partner human resource internal recruiting staffing team candidate understand job requirement identify requirement candidate resume one one interaction negotiating compensation business partner candidate utilizing social networking tool recruiting purpose using candidate relationship management crm tool e avature sourcepoint applicant tracking system building complex search string knowledge eoe compliance requirement willingness non standard hour needed travel local office well satellite office within region desired attribute skill recruiting national global marketplace cross industry knowledge strong plus see qualificationstypical education bachelor typically year related master degree andtypically year related equivalent combination education competency adaptability focus decision making influencing others impact technology fluency managing standard,205,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,export documentation coordinator rapidly growing agribusiness focused providing naturally based fertilizer additive enhance plant uptake nutrient humus derived product help grower implement sustainable farming practice improve productivity committed providing commercial agriculture product help reduce use water inorganic fertilizer increasing overall soil plant health product sold domestic international market summary position coordinate day day sale transportation activity customer role heavy involvement internal external customer well vendor position provide coverage multiple sale account day day basis addition position provide administrative support accounting department manufacturer representative sale manager operation manager plant manager responsibility build relationship operational level within organization satisfy standard operating procedure based policy assist maintenance account plan ensure sustainability service expand solution set communicate effectively customer carrier teammate use professional judgment assessing impact tactical decision action analyze recommend broad based innovative improvement initiative account focus eliminating root cause recurring issue lead driving cost improving monitoring tracking transportation shipment inception final delivery provide paperwork necessary shipping receiving e international custom form msds label bill lading packing slip certificate analysis inventory control monitor inventory level order fulfill sale order reconcile inventory transaction sale transaction month end processing internal notify salesperson order issue assist need appropriate provide sale reporting weekly basis upon request general support answer telephone filing efficient operation office equipment qualification requirement relevant transportation logistics requiredproven requiredinventory accounting knowledge mustinterpersonal skill develop effective teammate relationshipsstrong oral written skill requiredability quickly learn technologyexperience ma preferredworking knowledge microsoft officeeducation high school diploma required college course preferred,242,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,medium heavy duty gas diesel technician major rv premier rv center south shore cape island accepting application medium heavy duty gas diesel technician fill round position superior mechanical aptitude sound diagnostic reasoning skillsmassachusetts cdl class b willingness attain onemassachusetts state inspection license willingness attain oneattention computer literacystrong skillsexcellent driving safety recordwith minimum year pr,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
