has_company_logo,has_questions,text_lemma,word_length,required_experience_Associate,required_experience_Director,required_experience_Entry level,required_experience_Executive,required_experience_Internship,required_experience_Mid-Senior level,required_experience_Not Applicable,required_education_Associate Degree,required_education_Bachelor's Degree,required_education_Certification,required_education_Doctorate,required_education_High School or equivalent,required_education_Master's Degree,required_education_Professional,required_education_Some College Coursework Completed,required_education_Unspecified,required_education_Vocational,industry_grp_Admin/HR,industry_grp_Architecture & Engineering,industry_grp_Arts & Entertainment,industry_grp_Broadcasting/Publishing,industry_grp_Business/Consultancy,industry_grp_Computer Prog,industry_grp_Construction,industry_grp_Education,industry_grp_F&B,industry_grp_Financial Services,industry_grp_Healthcare,industry_grp_ICT,industry_grp_Legal & Accounting,industry_grp_Manufacturing,industry_grp_Marketing/Advertising,industry_grp_Oil & Energy,industry_grp_Others,industry_grp_Public Admin,industry_grp_Real Estate,industry_grp_Scientific R&D,industry_grp_Security and Investigations,industry_grp_Social Services,industry_grp_Telecommunications,industry_grp_Transportation & Storage,industry_grp_Wholesale/Retail,fraudulent,y_pred
1,1,mobile developer back end mission help world people business manage adapt climate change achieve mission built unique technology platform enable first real pricing purchasing customizable weather insurance managing tb data including trillion weather simulation data point billion soil type observation million daily weather measurement one largest user amazon web service today focused helping farmer protect increase profit face increasingly extreme weather heart unique technology platform encompasses core competency across weather monitoring agronomic modeling weather simulation account tb data including trillion weather simulation data point billion soil type observation million daily weather measurement platform power portfolio technology based product service revolutionizing agricultural risk management farm management leaving mark world dna want make lasting meaningful real world impact relish big problem interesting tackle rewarding typically valuable solve also thrive finding possible impossible best like solving interesting problem looking like minded people dedicated major impact world eager talk mobile developer back endthe climate corporation looking experienced ruby developer join engineering focusing building back end support development mobile application grower responsibility write highly scalable robust restful apis empower mobile application closely io android ensure seamless integration back end opportunity learn new technology framework offer composed brilliant interdisciplinary mind industry environment extremely engaging fast paced dozen specialty coming together provide best possible customer competitive salary excellent benefit best perk industry including provide meal large assortment snack drink fruit coffee tea help get day let explore personally compelling topic occasionally taking independent project contributing result back open source community sponsored outing including go kart race kayaking holiday yacht party sporting event sponsor hackathons meetup group networking event tech talk conference trip want get involved tech community support effort encourage employee better understand customer getting office hearing firsthand agent farmer product serve energetic idea driven environment exciting culture exciting world changing opportunity solving problem massive impact world driven talented aim make large scale impact innovative technology platform offer writing clean idiomatic ruby code familiarity oop design pattern passion clean testable codedetail orientation strong collaboration skillsfamiliarity c fundamental b m c equivalentwillingness rapidly iterate build application suitebonus point past test driven behavior driven development significant open source contribution past jruby eventmachine ruby fibre sinatra,356,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,market specialist client within help build brand awareness develop strategy research proper market targeting creative strategy span sector marketing also develop budget use budget help improve profit sustainability also protecting current market share continue client help improve growth overall profitability develop execute marketing program promote brand perform lead generation attend trade show create advertisement webcasts website direct mail identify medium outlet press release promotion enforce brand marketing guideline trademark logo publication develop track budget measure success various marketing campaign drive profitable sale brand growth loyalty number business area analyze support category cluster marketing plan align brand strategy achieve annual operating plan goal develop accountability structure stakeholder develop execute brand management plan create enhance agency partner relationship leverage insight data refine brand management identify brand building area ensure brand area responsibility consistent brand positioning develop implement medium planning buying innovation strategy provide design direction collateral web packaging visual communication medium help promote uniformity consistency brand,154,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,quality improvement manager using quality improvement manager responsible furtherdevelopment operation oversight evaluation floridahealthcare plus fhcp quality improvement program documented inthe fhc quality plan positionreponsibilities manage fhcp quality improvement programsupport oversee activity fhcp q sub committeesdocument report progress fhcp quality cycleimplement manage oversee quality element fhcpmodels caredevelop manage fhcp pre accreditation auditprogramdevelop support fhcp continuous process improvementprogramoperate fhcp quality care investigation trackingprogramoversee support fhcp quality study activity andinterventionsoperate fhcp vendor provider staff quality trainingand audit programsupervise qi nurse coordinatorother responsibility assigned fhcp director ofperformance qi positionspecifications education weare seeking rn minimum year managedcare qi successful candidate demonstrablehistory managing managed care quality program including thesuccessful support accreditation reaccreditation review andgovernment payer quality audit hedis andcahps improvement activity desirable special skill candidate aself motivated extremely energetic leader people strongmanagement organization skill capacity frame theirresponsibilities internal externalcustomers fhcp candidate efficientlyand effectively document activity managed care qualitycycle form committee minute policy procedure audit preparation activity oversight managementactivities denoted candidate tosuccinctly articulate concept quality improvement asapplicable varied area managed care operation bothwritten verbal formnature healthcare industry experiencesolid organizational skill focus accuracy attentionto excellent analytical problem solving troubleshootingabilitiesself motivated independently andin environment,185,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,lead software engineer web want help improve life farmer help protect country food supply motivated solving hard problem real world impact looking experienced lead help build next generation product service guide mentor current talented engineer responsibility creativity passion developing high quality code strong interest taking ownership entire development process development testing deployment interest confidence learning working new technology passion mentoring developing junior experienced software engineer provide direct constructive feedback fly peer desire collaborative development process learning teaching teammate dive deep problem avoiding common pitfall never afraid ask help desire hard problem skill expert understanding web technology web application architecture year directly managing junior senior software engineer strong organizational skill year greater working proficiency ruby java relational database e g mysql postgresql using git distributed version control software creativity passion developing high quality code strong interest taking ownership entire development process development testing deployment interest confidence learning working new technology passion mentoring developing junior experienced software engineer provide direct constructive feedback fly peer desire collaborative development process learning teaching teammate dive deep problem avoiding common pitfall never afraid ask help desire hard problem bonus aws similar distributed architecture nosql database e g couchbase working stack mvc mvp framework like passion data visualization,201,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,lead software engineer web want help improve life farmer help protect country food supply motivated solving hard problem real world impact looking experienced lead help build next generation product service guide mentor current talented engineer responsibility creativity passion developing high quality code strong interest taking ownership entire development process development testing deployment interest confidence learning working new technology passion mentoring developing junior experienced software engineer provide direct constructive feedback fly peer desire collaborative development process learning teaching teammate dive deep problem avoiding common pitfall never afraid ask help desire hard problem creativity passion developing high quality code strong interest taking ownership entire development process development testing deployment interest confidence learning working new technology passion mentoring developing junior experienced software engineer provide direct constructive feedback fly peer desire collaborative development process learning teaching teammate dive deep problem avoiding common pitfall never afraid ask help desire hard problem skill expert understanding web technology web application architecture year directly managing junior senior software engineer strong organizational skill year greater working proficiency ruby java relational database e g mysql postgresql using git distributed version control software bonus aws similar distributed architecture nosql database e g couchbase working stack mvc mvp framework like passion data visualization,201,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,software engineer forecasting optimization software engineer forecasting optimization san mateo calooking smart engineer next generation data mining forecasting platform role involves working business analyst research scientist build innovative forecasting optimization solution online advertising building model algorithm solve challenging problem estimating click rate ad estimating cost ad impression estimating supply different type impression classifying web page web site improving online auction forth processing terabyte data extract insight using data mining statistic machine learning technique responsibility closely research scientist building predictive model based million ad transaction deploy statistical method finding structure large data set design b test determine effectiveness various strategy define complex sql data extraction scheme gather filter needed data mining large terabyte scale data set obtain actionable business insight explain business patternsdevelop train educate others statistical science technical discipline research business use data mining method tool desired skill b computer science mathematics statistic related field deep broad knowledge data mining method tool reduce problem mathematical statistical question hypothesis answered data miningstrong data modeling using machine learning techniquesdatabase required strong programming skill teamwork leadership skill self management skill focus result timely accurate completion competing deliverablesprior advertising industry plus,187,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,java developer director quality assurancenomis searching director quality assurance lead quality engineering group quality consistency development implementation operation buildour top notch people proven hadoop technology stack complex analytics tackling big data challenge bank every day deliver mission critical pricing mix insight benefit bank customer vision transform consumer banking play quite bit table tennis along way areyour middle name quality obsessed continuously raising bar hand inspirational leader balance thoroughness efficiency tight timeframes passionate building world class quality engineering group improving banking lot done responsibilitiesunify quality engineering across product implementation operationsmentor offshore quality engineer create pervasive quality culture gamify testingdefine analytic testing methodology includes synthetic data set expert model vertical configurationpartner team continuously adapt testing meet constraint maximizing utilityestablish metric benchmark quality non functional requirement satisfactioncontinually innovate automate robust rapid testing infrastructure desired skill year software quality testing role year architect hand managerdeep expertise testing web based enterprise software powered data complex analyticshigh comfort working selenium jmeter java ant scripting language strong knowledge relational database sql similar exposure non relational technologiesoperational understanding statistical concept application,173,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,business development manager currently looking client focused result driven business development manager join working market leading product backed strong training development role focus developing suite product education sector high level understanding current social marketing trend important ensuring stand peer challenging role suited well connected experienced sale professional proven track record instigating growth develop achieving target role involves opening door niche marketsachieving sale targetspromoting unique proposition considered attractive opportunity successful candidate enthusiastic energetic motivated self starterbe experienced solution sellingbe generate new sale leadshave excellent interpersonal presentation skillsbe experienced working,88,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,collection representative ii individual occupying position perform essential job function set forth without reasonable accommodation primary duty responsibility document way state implies duty performed individual occupying position representative list general duty intended inclusive responsible collection delinquent accountsperform inquiry data entry generate print report variety computer programsrecord summary discussion commercial outstanding issuestimely follow discussion requiredidentify audit correct data fall outside billing specification accountsgenerate credit memo applicable backup clear item accountcommunicate department g hospitality property customer verify detail correct error prevent recurrence similar issuesprovide documentation customer property operation justify modification required correct error prevent recurrencesactively participate interdepartmental meeting identify procedural problem determine solutionsother duty project assigned maintain concentration extended period timeread interpret document instruction customer vendor memberscommunicate effectively customer vendor membersmulti task prioritize workloadwork within appropriate level independencefunction fast paced environmentif applicable travel meeting customer vendor member business necessity,137,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,licensed life insurance agent need someone smart funny great people want make difference also make great money currently recruiting seasoned new agent area help u continue momentum insurance industry stable growing great place start new career begin part jump let u show typical insurance sale opportunity k potential manager earning k looking management position looking open area need someone lead send resume licensed ok help get one,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,project control tech essential duty responsibility assist developing engineering cost estimate job definition document develop project schedule alignment scope understand comprehend major process step involved project understand standard project deliverable like process flow diagram pid area classification drawing electrical one line drawing major task involved generating deliverable assist developing project execution plan interface client develop rapport monitor track project budget schedule perform budget schedule variance analysis set interval project execution phase help project lead client track project progress investigate project cost schedule variance effective skill client inter discipline personnel within perform earned man hour calculation estimate real progress project follow implement standard project procedure project procedure manual soft skill interact multidiscipline technical staff promote spirit execute project successfully generate project report weekly plan generate design change order applicability cost schedule control respect original scope fee assist project close project lead general qualification excellent skill required desire learn environment winning attitude project control required project control professional year experienceproject control specialist year project control tech year software m project preferredprimavera plus requiredmicrosoft officeexcelword preferred project control small big project conception construction,180,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,intern development assistant looking college intern passion entertainment industry industry mogul alander pulliam put together youth motivated program college student throughout los angeles market help college student enrich knowledge working alongside producer writer helping developing show put onto programming network required high school diploma preferabbly bachelor degree least one,49,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,ux desgin best ux job world axureillustrator,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,urgent position sql bi tester sql bi tester location redmond waduration month typical sql database etl tester role fulfilled past mandatory working waterfall sdlc project area database etlstrong technical skill microsoft sql server database ssisstrong communication skillsexperience working large enterprise environment working multiple upstream downstream system test team carry system integration testingexperience designing creating test scenario test case script executing,60,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,file driver location fort worth txjob summary employee number one job responsibility deliver remarkable every dimension every understand contributes novation system vision achieving commitment client guest van driver responsible transporting client safely various location delivering inportant file local site employee assures maintenance facility vehicle safe clean operating condition vehicle us gas card position require extensive background check drug test qualification education high school diploma required licensure certification registration current driver license appropriate state safe driving record required additional skill required read write communicate effectively english,85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,security manager leading edge drive billion revenue web site search engine social network world top brand security manager develop deliver security policy standard architecture system leading practice process ensure system security across enterprise successful candidate experienced security manager capable rolling prioritized security program maintaining effectiveness organization ism responsibility job responsibility partner corporate function assist adoption security policy practice monitor compliance maintain enforce organization security policy technical security standard deliver targeted security risk assessment third party vendor customer prospect interface business unit educate coordinate security integration existing future offering proactively identify security threat business asset develop mitigation strategy lead external audit certification bsi iso lead security related project ip based restriction mb policy building vpn document retention policy drp bia required skill bachelor degree computer science system related field equivalent certification preferred certified system security professional cissp isc cisco certified network associate ccna certified ethical hacker ceh ec council certified system auditor cisa isaca global assurance certification giac sans minimum five year technology security corporate environment exposure regulatory industry compliance framework audit e g iso pci hipaa ssae fisma,178,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,security officer monitor extensive camera system provides visual observation emergency notification system radio traffic throughout assigned facility essential duty responsibility monitor extensive camera system provides visual observation assigned facility monitor emergency notification system notifies appropriate person case emergency facility monitor radio assigned facility monitor control movement person secured area may sally port holdover cell inmate housing area public area restricted access elevator loading dock control security assigned facility operates security control system receives incoming phone call assist forward call appropriate person monitor track movement prisoner facility performs duty assigned high school diploma ged one related posse security license valid jailer certification driver license obtain texas driver license within day hiring u citizen physical demand environment requirement position requires individual walk sit respond emergency may use physical force occasional exposure communicable disease toxin violent people willing overtime weekend holiday rotating shift evening night exposure household type cleaning agent diluted bleach alcohol based window cleaner chlorine based cleanser occasional exposure pesticide occasional exposure inmate control device emit pepper agent via aerosol spray gel foam potential exposure toxic smoke,176,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,business operation associate business operation associatethe climate corporationoverland park k united statesfull timewhat develop maintain strong working knowledge climate product service including federal crop insurance private parametric insurance product ag production software service climate basic climate protriage question issue feedback documentation submitted support underwriting team help streamline inbound volume learn different aspect businessperform data entry support new existing processesreview process audit document supporting record associated insurance productsgather research issue resolve partner field sale inquiry phone learn follow consistent care messaging guideline hone skillsidentify opportunity improve process operation offer bachelor degree strong academic recordorganized oriented individual multi task maintain accuracy meet deadline little supervisionexcellent verbal written skillsproficient computer internet skillshighly motivated hard working individualenthusiastic joining fast paced environmentknowledge production agriculture insurance welcome required,122,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
